Strain	Carbon_source	BdStrain	Spearman_rho	p_value	Significant	N	comparison
910	RSM3.2	Yeast extract	Jel197	-0.295419578350399	0.407276101901824	FALSE	10	Inhib550
911	RSM3.2	Yeast extract	Jel423	0.492365963917331	0.148266104168823	FALSE	10	Inhib550
912	THA3.2	Acetate	Jel197	-0.660578259075816	0.0375992661533236	TRUE	10	Inhib550
913	THA3.2	Acetate	Jel423	-0.660578259075816	0.0375992661533236	TRUE	10	Inhib550
914	THA3.2	Arabinose	Jel197	-0.808250912452355	0.00465926042883902	TRUE	10	Inhib550
915	THA3.2	Arabinose	Jel423	-0.214691648620157	0.551416726163851	FALSE	10	Inhib550
916	THA3.2	Citrate	Jel197	-0.295419578350399	0.407276101901824	FALSE	10	Inhib550
917	THA3.2	Citrate	Jel423	0.147709789175199	0.683842812890721	FALSE	10	Inhib550
918	THA3.2	Dextrose	Jel197	0.681961707381674	0.0298387653724018	TRUE	10	Inhib550
919	THA3.2	Dextrose	Jel423	-0.656703866367538	0.0391375933420757	TRUE	10	Inhib550
920	THA3.2	Fructose	Jel197	0.590839156700797	0.072077391733668	FALSE	10	Inhib550
921	THA3.2	Fructose	Jel423	0.196946385566932	0.585505074276392	FALSE	10	Inhib550
922	THA3.2	Galactose	Jel197	-0.492365963917331	0.148266104168823	FALSE	10	Inhib550
923	THA3.2	Galactose	Jel423	-0.196946385566932	0.585505074276392	FALSE	10	Inhib550
924	THA3.2	Heart infusion	Jel197	0.155699788832305	0.667544113114378	FALSE	10	Inhib550
925	THA3.2	Heart infusion	Jel423	-0.622799155329218	0.0544386961406658	FALSE	10	Inhib550
926	THA3.2	LB	Jel197	0.202062728113089	0.575597039904769	FALSE	10	Inhib550
927	THA3.2	LB	Jel423	-0.30510802855859	0.391313890775282	FALSE	10	Inhib550
928	THA3.2	Lactose	Jel197	-0.252578410141361	0.481404192146005	FALSE	10	Inhib550
929	THA3.2	Lactose	Jel423	-0.101031364056544	0.781235992491762	FALSE	10	Inhib550
930	THA3.2	Malt extract	Jel197	0.58093034332513	0.078217357569528	FALSE	10	Inhib550
931	THA3.2	Malt extract	Jel423	0.467270058761517	0.173307539731399	FALSE	10	Inhib550
932	THA3.2	Mannitol	Jel197	0.303094092169633	0.394606694100423	FALSE	10	Inhib550
933	THA3.2	Mannitol	Jel423	0.631446025353402	0.0502140790952269	FALSE	10	Inhib550
934	THA3.2	Mannose	Jel197	-0.328351933183769	0.354289468091582	FALSE	10	Inhib550
935	THA3.2	Mannose	Jel423	-0.303094092169633	0.394606694100423	FALSE	10	Inhib550
936	THA3.2	N-acetyl glucosamine	Jel197	0.202335982030039	0.392269083777608	FALSE	20	Inhib550
937	THA3.2	Peptone	Jel197	-0.221564683762799	0.538427658529376	FALSE	10	Inhib550
938	THA3.2	Peptone	Jel423	-0.0984731927834662	0.786666590981501	FALSE	10	Inhib550
939	THA3.2	Pyruvate	Jel197	0.0786334611404206	0.741757311910587	FALSE	20	Inhib550
940	THA3.2	R2A	Jel197	-0.541602560309064	0.105879566424054	FALSE	10	Inhib550
941	THA3.2	R2A	Jel423	0	1	FALSE	10	Inhib550
942	THA3.2	Succinate	Jel197	-0.328351933183769	0.354289468091582	FALSE	10	Inhib550
943	THA3.2	Succinate	Jel423	-0.732477389409946	0.0159862544133434	TRUE	10	Inhib550
944	THA3.2	Tryptone	Jel197	-0.443129367525598	0.199621194607143	FALSE	10	Inhib550
945	THA3.2	Tryptone	Jel423	0.147709789175199	0.683842812890721	FALSE	10	Inhib550
946	THA3.2	Xylose	Jel197	0.235900383421262	0.316694692566465	FALSE	20	Inhib550
947	THA3.2	Yeast extract	Jel197	-0.202062728113089	0.575597039904769	FALSE	10	Inhib550
948	THA3.2	Yeast extract	Jel423	0.315723012676701	0.374180269382811	FALSE	10	Inhib550
949	HP1C	Acetate	Jel197	-0.8	0.333333333333333	FALSE	4	inhib-temp
950	HP1C	Acetate	Jel423	-0.8	0.333333333333333	FALSE	4	inhib-temp
951	HP1C	Arabinose	Jel197	0.5	0.45	FALSE	5	inhib-temp
952	HP1C	Arabinose	Jel423	0.5	0.45	FALSE	5	inhib-temp
953	HP1C	Citrate	Jel197	-1	0.0833333333333333	FALSE	4	inhib-temp
954	HP1C	Citrate	Jel423	-1	0.0833333333333333	FALSE	4	inhib-temp
955	HP1C	Dextrose	Jel197	0.5	0.45	FALSE	5	inhib-temp
956	HP1C	Dextrose	Jel423	-0.1	0.95	FALSE	5	inhib-temp
957	HP1C	Fructose	Jel197	0.5	0.45	FALSE	5	inhib-temp
958	HP1C	Fructose	Jel423	0.5	0.45	FALSE	5	inhib-temp
959	HP1C	Galactose	Jel197	0.6	0.416666666666667	FALSE	4	inhib-temp
960	HP1C	Galactose	Jel423	-0.2	0.916666666666667	FALSE	4	inhib-temp
961	HP1C	Heart infusion	Jel197	1	0.0833333333333333	FALSE	4	inhib-temp
962	HP1C	Heart infusion	Jel423	1	0.0833333333333333	FALSE	4	inhib-temp
963	HP1C	LB	Jel197	-0.8	0.333333333333333	FALSE	4	inhib-temp
964	HP1C	LB	Jel423	-0.8	0.333333333333333	FALSE	4	inhib-temp
965	HP1C	Lactose	Jel197	0.5	0.45	FALSE	5	inhib-temp
966	HP1C	Lactose	Jel423	0.5	0.45	FALSE	5	inhib-temp
967	HP1C	Malt extract	Jel197	0.8	0.333333333333333	FALSE	4	inhib-temp
968	HP1C	Malt extract	Jel423	0	1	FALSE	4	inhib-temp
969	HP1C	Mannitol	Jel197	0.2	0.916666666666667	FALSE	4	inhib-temp
970	HP1C	Mannitol	Jel423	0.2	0.916666666666667	FALSE	4	inhib-temp
971	HP1C	Mannose	Jel197	-0.1	0.95	FALSE	5	inhib-temp
972	HP1C	Mannose	Jel423	-0.1	0.95	FALSE	5	inhib-temp
973	HP1C	N-acetyl glucosamine	Jel197	-0.5	0.45	FALSE	5	inhib-temp
974	HP1C	N-acetyl glucosamine	Jel423	-0.5	0.45	FALSE	5	inhib-temp
975	HP1C	Peptone	Jel197	0.8	0.333333333333333	FALSE	4	inhib-temp
976	HP1C	Peptone	Jel423	0.8	0.333333333333333	FALSE	4	inhib-temp
977	HP1C	Pyruvate	Jel197	-0.6	0.416666666666667	FALSE	4	inhib-temp
978	HP1C	Pyruvate	Jel423	-0.6	0.416666666666667	FALSE	4	inhib-temp
979	HP1C	R2A	Jel197	-0.6	0.416666666666667	FALSE	4	inhib-temp
980	HP1C	R2A	Jel423	-0.6	0.416666666666667	FALSE	4	inhib-temp
981	HP1C	Succinate	Jel197	-1	0.0833333333333333	FALSE	4	inhib-temp
982	HP1C	Succinate	Jel423	-1	0.0833333333333333	FALSE	4	inhib-temp
983	HP1C	Tryptone	Jel197	0.8	0.333333333333333	FALSE	4	inhib-temp
984	HP1C	Tryptone	Jel423	0.8	0.333333333333333	FALSE	4	inhib-temp
985	HP1C	Xylose	Jel197	0.5	0.45	FALSE	5	inhib-temp
986	HP1C	Xylose	Jel423	-0.5	0.45	FALSE	5	inhib-temp
987	HP1C	Yeast extract	Jel197	-0.5	0.45	FALSE	5	inhib-temp
988	HP1C	Yeast extract	Jel423	0.5	0.45	FALSE	5	inhib-temp
989	P060114-29-3-1	Acetate	Jel197	-0.6	0.35	FALSE	5	inhib-temp
990	P060114-29-3-1	Acetate	Jel423	-0.6	0.35	FALSE	5	inhib-temp
991	P060114-29-3-1	Arabinose	Jel197	-0.9	0.0833333333333333	FALSE	5	inhib-temp
992	P060114-29-3-1	Arabinose	Jel423	-0.9	0.0833333333333333	FALSE	5	inhib-temp
993	P060114-29-3-1	Citrate	Jel197	-0.2	0.783333333333333	FALSE	5	inhib-temp
994	P060114-29-3-1	Citrate	Jel423	-0.7	0.233333333333333	FALSE	5	inhib-temp
995	P060114-29-3-1	Dextrose	Jel197	-0.1	0.95	FALSE	5	inhib-temp
996	P060114-29-3-1	Dextrose	Jel423	-0.3	0.683333333333333	FALSE	5	inhib-temp
997	P060114-29-3-1	Fructose	Jel197	-0.9	0.0833333333333333	FALSE	5	inhib-temp
998	P060114-29-3-1	Fructose	Jel423	-1	0.0166666666666667	TRUE	5	inhib-temp
999	P060114-29-3-1	Galactose	Jel197	-0.7	0.233333333333333	FALSE	5	inhib-temp
1000	P060114-29-3-1	Galactose	Jel423	-0.7	0.233333333333333	FALSE	5	inhib-temp
1001	P060114-29-3-1	Heart infusion	Jel197	0.7	0.233333333333333	FALSE	5	inhib-temp
1002	P060114-29-3-1	Heart infusion	Jel423	0.7	0.233333333333333	FALSE	5	inhib-temp
1003	P060114-29-3-1	LB	Jel197	-0.9	0.0833333333333333	FALSE	5	inhib-temp
1004	P060114-29-3-1	LB	Jel423	-0.9	0.0833333333333333	FALSE	5	inhib-temp
1005	P060114-29-3-1	Lactose	Jel197	0.410391340834062	0.492535781702798	FALSE	5	inhib-temp
1006	P060114-29-3-1	Lactose	Jel423	0.5	0.45	FALSE	5	inhib-temp
1007	P060114-29-3-1	Malt extract	Jel197	0.3	0.683333333333333	FALSE	5	inhib-temp
1008	P060114-29-3-1	Malt extract	Jel423	0.3	0.683333333333333	FALSE	5	inhib-temp
1009	P060114-29-3-1	Mannitol	Jel197	0.3	0.683333333333333	FALSE	5	inhib-temp
1010	P060114-29-3-1	Mannitol	Jel423	0.3	0.683333333333333	FALSE	5	inhib-temp
1011	P060114-29-3-1	Mannose	Jel197	0.5	0.45	FALSE	5	inhib-temp
1012	P060114-29-3-1	Mannose	Jel423	0.820782681668123	0.0885870053135439	FALSE	5	inhib-temp
1013	P060114-29-3-1	N-acetyl glucosamine	Jel197	0.9	0.0833333333333333	FALSE	5	inhib-temp
1014	P060114-29-3-1	N-acetyl glucosamine	Jel423	0.8	0.133333333333333	FALSE	5	inhib-temp
1015	P060114-29-3-1	Peptone	Jel197	-0.6	0.35	FALSE	5	inhib-temp
1016	P060114-29-3-1	Peptone	Jel423	-0.6	0.35	FALSE	5	inhib-temp
1017	P060114-29-3-1	Pyruvate	Jel197	-0.6	0.35	FALSE	5	inhib-temp
1018	P060114-29-3-1	Pyruvate	Jel423	-0.6	0.35	FALSE	5	inhib-temp
1019	P060114-29-3-1	R2A	Jel197	-0.8	0.133333333333333	FALSE	5	inhib-temp
1020	P060114-29-3-1	R2A	Jel423	-0.8	0.133333333333333	FALSE	5	inhib-temp
1021	P060114-29-3-1	Succinate	Jel197	-1	0.0166666666666667	TRUE	5	inhib-temp
1022	P060114-29-3-1	Succinate	Jel423	-1	0.0166666666666667	TRUE	5	inhib-temp
1023	P060114-29-3-1	Tryptone	Jel197	0.8	0.133333333333333	FALSE	5	inhib-temp
1024	P060114-29-3-1	Tryptone	Jel423	0.8	0.133333333333333	FALSE	5	inhib-temp
1025	P060114-29-3-1	Xylose	Jel197	0.9	0.0833333333333333	FALSE	5	inhib-temp
1026	P060114-29-3-1	Xylose	Jel423	0.9	0.0833333333333333	FALSE	5	inhib-temp
1027	P060114-29-3-1	Yeast extract	Jel197	0.8	0.133333333333333	FALSE	5	inhib-temp
1028	P060114-29-3-1	Yeast extract	Jel423	0.5	0.45	FALSE	5	inhib-temp
1029	Panama13O	Acetate	Jel197	0.492365963917331	0.148266104168823	FALSE	10	inhib-temp
1030	Panama13O	Acetate	Jel423	0.481518178366675	0.15880207562705	FALSE	10	inhib-temp
1031	Panama13O	Arabinose	Jel197	0.492365963917331	0.148266104168823	FALSE	10	inhib-temp
1032	Panama13O	Arabinose	Jel423	0.481518178366675	0.15880207562705	FALSE	10	inhib-temp
1033	Panama13O	Citrate	Jel197	0.492365963917331	0.148266104168823	FALSE	10	inhib-temp
1034	Panama13O	Citrate	Jel423	0.481518178366675	0.15880207562705	FALSE	10	inhib-temp
1035	Panama13O	Dextrose	Jel197	0.492365963917331	0.148266104168823	FALSE	10	inhib-temp
1036	Panama13O	Dextrose	Jel423	0.470608534387166	0.169840646111051	FALSE	10	inhib-temp
1037	Panama13O	Fructose	Jel197	-0.246182981958665	0.49294291575413	FALSE	10	inhib-temp
1038	Panama13O	Fructose	Jel423	0.492365963917331	0.148266104168823	FALSE	10	inhib-temp
1039	Panama13O	Galactose	Jel197	0.492365963917331	0.148266104168823	FALSE	10	inhib-temp
1040	Panama13O	Galactose	Jel423	0.492365963917331	0.148266104168823	FALSE	10	inhib-temp
1041	Panama13O	Heart infusion	Jel197	-0.886258735051196	0.00063695181594293	TRUE	10	inhib-temp
1042	Panama13O	Heart infusion	Jel423	-0.886258735051196	0.00063695181594293	TRUE	10	inhib-temp
1043	Panama13O	LB	Jel197	-0.984731927834662	2.33418632078732e-07	TRUE	10	inhib-temp
1044	Panama13O	LB	Jel423	-0.984731927834662	2.33418632078732e-07	TRUE	10	inhib-temp
1045	Panama13O	Lactose	Jel197	0.123091490979333	0.734780145679172	FALSE	10	inhib-temp
1046	Panama13O	Lactose	Jel423	0.123091490979333	0.734780145679172	FALSE	10	inhib-temp
1047	Panama13O	Malt extract	Jel197	-0.78778554226773	0.00680728262378733	TRUE	10	inhib-temp
1048	Panama13O	Malt extract	Jel423	-0.812403840463596	0.00429145000300163	TRUE	10	inhib-temp
1049	Panama13O	Mannitol	Jel197	-0.886258735051196	0.00063695181594293	TRUE	10	inhib-temp
1050	Panama13O	Mannitol	Jel423	-0.837022138659463	0.00252305208693526	TRUE	10	inhib-temp
1051	Panama13O	Mannose	Jel197	-0.886258735051196	0.00063695181594293	TRUE	10	inhib-temp
1052	Panama13O	Mannose	Jel423	-0.78778554226773	0.00680728262378733	TRUE	10	inhib-temp
1053	Panama13O	N-acetyl glucosamine	Jel197	0.270801280154532	0.449185206401353	FALSE	10	inhib-temp
1054	Panama13O	N-acetyl glucosamine	Jel423	-0.516984262113198	0.125969581177834	FALSE	10	inhib-temp
1055	Panama13O	Peptone	Jel197	-0.78778554226773	0.00680728262378733	TRUE	10	inhib-temp
1056	Panama13O	Peptone	Jel423	-0.78778554226773	0.00680728262378733	TRUE	10	inhib-temp
1057	Panama13O	Pyruvate	Jel197	0.481518178366675	0.15880207562705	FALSE	10	inhib-temp
1058	Panama13O	Pyruvate	Jel423	0.492365963917331	0.148266104168823	FALSE	10	inhib-temp
1059	Panama13O	R2A	Jel197	-0.837022138659463	0.00252305208693526	TRUE	10	inhib-temp
1060	Panama13O	R2A	Jel423	-0.837022138659463	0.00252305208693526	TRUE	10	inhib-temp
1061	Panama13O	Succinate	Jel197	-0.984731927834662	2.33418632078732e-07	TRUE	10	inhib-temp
1062	Panama13O	Succinate	Jel423	-0.984731927834662	2.33418632078732e-07	TRUE	10	inhib-temp
1063	Panama13O	Tryptone	Jel197	-0.78778554226773	0.00680728262378733	TRUE	10	inhib-temp
1064	Panama13O	Tryptone	Jel423	-0.861640436855329	0.00135214466604222	TRUE	10	inhib-temp
1065	Panama13O	Xylose	Jel197	0.0984731927834662	0.786666590981501	FALSE	10	inhib-temp
1066	Panama13O	Xylose	Jel423	-0.64007575309253	0.0462211867490839	TRUE	10	inhib-temp
1067	Panama13O	Yeast extract	Jel197	-0.71393064768013	0.0203915002809514	TRUE	10	inhib-temp
1068	Panama13O	Yeast extract	Jel423	-0.71393064768013	0.0203915002809514	TRUE	10	inhib-temp
1069	Panama68B	Acetate	Jel197	-0.984731927834662	2.33418632078732e-07	TRUE	10	inhib-temp
1070	Panama68B	Acetate	Jel423	-0.984731927834662	2.33418632078732e-07	TRUE	10	inhib-temp
1071	Panama68B	Arabinose	Jel197	-0.984731927834662	2.33418632078732e-07	TRUE	10	inhib-temp
1072	Panama68B	Arabinose	Jel423	-0.978370374120688	9.32946685958868e-07	TRUE	10	inhib-temp
1073	Panama68B	Citrate	Jel197	-0.984731927834662	2.33418632078732e-07	TRUE	10	inhib-temp
1074	Panama68B	Citrate	Jel423	-0.984731927834662	2.33418632078732e-07	TRUE	10	inhib-temp
1075	Panama68B	Dextrose	Jel197	-0.984731927834662	2.33418632078732e-07	TRUE	10	inhib-temp
1076	Panama68B	Dextrose	Jel423	-0.393892771133865	0.260059263934288	FALSE	10	inhib-temp
1077	Panama68B	Fructose	Jel197	-0.984731927834662	2.33418632078732e-07	TRUE	10	inhib-temp
1078	Panama68B	Fructose	Jel423	-0.971967333244492	2.61186579139283e-06	TRUE	10	inhib-temp
1079	Panama68B	Galactose	Jel197	-0.78778554226773	0.00680728262378733	TRUE	10	inhib-temp
1080	Panama68B	Galactose	Jel423	-0.0738548945875996	0.839320761006026	FALSE	10	inhib-temp
1081	Panama68B	Heart infusion	Jel197	-0.78778554226773	0.00680728262378733	TRUE	10	inhib-temp
1082	Panama68B	Heart infusion	Jel423	-0.295419578350399	0.407276101901824	FALSE	10	inhib-temp
1083	Panama68B	LB	Jel197	-0.78778554226773	0.00680728262378733	TRUE	10	inhib-temp
1084	Panama68B	LB	Jel423	-0.984731927834662	2.33418632078732e-07	TRUE	10	inhib-temp
1085	Panama68B	Lactose	Jel197	-0.861640436855329	0.00135214466604222	TRUE	10	inhib-temp
1086	Panama68B	Lactose	Jel423	-0.960113629638795	1.05520268926875e-05	TRUE	10	inhib-temp
1087	Panama68B	Malt extract	Jel197	-0.78778554226773	0.00680728262378733	TRUE	10	inhib-temp
1088	Panama68B	Malt extract	Jel423	-0.344656174742132	0.329420463499337	FALSE	10	inhib-temp
1089	Panama68B	Mannitol	Jel197	-0.805142657476059	0.00494889948864806	TRUE	10	inhib-temp
1090	Panama68B	Mannitol	Jel423	0.470698784370619	0.169747503981756	FALSE	10	inhib-temp
1091	Panama68B	Mannose	Jel197	-0.790183677319672	0.00652505913138804	TRUE	10	inhib-temp
1092	Panama68B	Mannose	Jel423	0.984731927834662	2.33418632078739e-07	TRUE	10	inhib-temp
1093	Panama68B	N-acetyl glucosamine	Jel197	0.763167244071863	0.0102252414890688	TRUE	10	inhib-temp
1094	Panama68B	N-acetyl glucosamine	Jel423	0	1	FALSE	10	inhib-temp
1095	Panama68B	Peptone	Jel197	-0.78778554226773	0.00680728262378733	TRUE	10	inhib-temp
1096	Panama68B	Peptone	Jel423	-0.0738548945875996	0.839320761006026	FALSE	10	inhib-temp
1097	Panama68B	Pyruvate	Jel197	-0.753143817445312	0.0119112419142374	TRUE	10	inhib-temp
1098	Panama68B	Pyruvate	Jel423	-0.984731927834662	2.33418632078732e-07	TRUE	10	inhib-temp
1099	Panama68B	R2A	Jel197	0	1	FALSE	10	inhib-temp
1100	Panama68B	R2A	Jel423	-0.935495331442929	7.00362168280945e-05	TRUE	10	inhib-temp
1101	Panama68B	Succinate	Jel197	-0.984731927834662	2.33418632078732e-07	TRUE	10	inhib-temp
1102	Panama68B	Succinate	Jel423	-0.98772959664959	9.77246733829856e-08	TRUE	10	inhib-temp
1103	Panama68B	Tryptone	Jel197	-0.369274472937998	0.293645091422957	FALSE	10	inhib-temp
1104	Panama68B	Tryptone	Jel423	-0.344656174742132	0.329420463499337	FALSE	10	inhib-temp
1105	Panama68B	Xylose	Jel197	-0.78778554226773	0.00680728262378733	TRUE	10	inhib-temp
1106	Panama68B	Xylose	Jel423	0.393892771133865	0.260059263934288	FALSE	10	inhib-temp
1107	Panama68B	Yeast extract	Jel197	-0.984731927834662	2.33418632078732e-07	TRUE	10	inhib-temp
1108	Panama68B	Yeast extract	Jel423	-0.97538297669147	1.55967011719861e-06	TRUE	10	inhib-temp
1109	RSM3.2	Acetate	Jel197	-0.984731927834662	2.33418632078732e-07	TRUE	10	inhib-temp
1110	RSM3.2	Acetate	Jel423	-0.689312349484263	0.0274460673121723	TRUE	10	inhib-temp
1111	RSM3.2	Arabinose	Jel197	0.123091490979333	0.734780145679172	FALSE	10	inhib-temp
1112	RSM3.2	Arabinose	Jel423	-0.861640436855329	0.00135214466604222	TRUE	10	inhib-temp
1113	RSM3.2	Citrate	Jel197	-0.984731927834662	2.33418632078732e-07	TRUE	10	inhib-temp
1114	RSM3.2	Citrate	Jel423	-0.172328087371066	0.634029046428523	FALSE	10	inhib-temp
1115	RSM3.2	Dextrose	Jel197	-0.984731927834662	2.33418632078732e-07	TRUE	10	inhib-temp
1116	RSM3.2	Dextrose	Jel423	-0.984731927834662	2.33418632078732e-07	TRUE	10	inhib-temp
1117	RSM3.2	Fructose	Jel197	-0.984731927834662	2.33418632078732e-07	TRUE	10	inhib-temp
1118	RSM3.2	Fructose	Jel423	-0.861640436855329	0.00135214466604222	TRUE	10	inhib-temp
1119	RSM3.2	Galactose	Jel197	-0.984731927834662	2.33418632078732e-07	TRUE	10	inhib-temp
1120	RSM3.2	Galactose	Jel423	-0.861640436855329	0.00135214466604222	TRUE	10	inhib-temp
1121	RSM3.2	Heart infusion	Jel197	0.123091490979333	0.734780145679172	FALSE	10	inhib-temp
1122	RSM3.2	Heart infusion	Jel423	0.689312349484263	0.0274460673121723	TRUE	10	inhib-temp
1123	RSM3.2	LB	Jel197	-0.689312349484263	0.0274460673121723	TRUE	10	inhib-temp
1124	RSM3.2	LB	Jel423	0.172328087371066	0.634029046428523	FALSE	10	inhib-temp
1125	RSM3.2	Lactose	Jel197	0.123091490979333	0.734780145679172	FALSE	10	inhib-temp
1126	RSM3.2	Lactose	Jel423	0.689312349484263	0.0274460673121723	TRUE	10	inhib-temp
1127	RSM3.2	Malt extract	Jel197	0.837022138659463	0.00252305208693528	TRUE	10	inhib-temp
1128	RSM3.2	Malt extract	Jel423	-0.0246182981958665	0.946180098725265	FALSE	10	inhib-temp
1129	RSM3.2	Mannitol	Jel197	-0.984731927834662	2.33418632078732e-07	TRUE	10	inhib-temp
1130	RSM3.2	Mannitol	Jel423	-0.0246182981958665	0.946180098725265	FALSE	10	inhib-temp
1131	RSM3.2	Mannose	Jel197	-0.393892771133865	0.260059263934288	FALSE	10	inhib-temp
1132	RSM3.2	Mannose	Jel423	-0.984731927834662	2.33418632078732e-07	TRUE	10	inhib-temp
1133	RSM3.2	N-acetyl glucosamine	Jel197	-0.886258735051196	0.00063695181594293	TRUE	10	inhib-temp
1134	RSM3.2	N-acetyl glucosamine	Jel423	0.689312349484263	0.0274460673121723	TRUE	10	inhib-temp
1135	RSM3.2	Peptone	Jel197	-0.64007575309253	0.0462211867490839	TRUE	10	inhib-temp
1136	RSM3.2	Peptone	Jel423	-0.492365963917331	0.148266104168823	FALSE	10	inhib-temp
1137	RSM3.2	Pyruvate	Jel197	-0.984731927834662	2.33418632078732e-07	TRUE	10	inhib-temp
1138	RSM3.2	Pyruvate	Jel423	0.295419578350399	0.407276101901824	FALSE	10	inhib-temp
1139	RSM3.2	R2A	Jel197	-0.984731927834662	2.33418632078732e-07	TRUE	10	inhib-temp
1140	RSM3.2	R2A	Jel423	-0.861640436855329	0.00135214466604222	TRUE	10	inhib-temp
1141	RSM3.2	Succinate	Jel197	-0.984731927834662	2.33418632078732e-07	TRUE	10	inhib-temp
1142	RSM3.2	Succinate	Jel423	-0.664694051288397	0.0360103690823689	TRUE	10	inhib-temp
1143	RSM3.2	Tryptone	Jel197	0.443129367525598	0.199621194607143	FALSE	10	inhib-temp
1144	RSM3.2	Tryptone	Jel423	-0.0492365963917331	0.892555668988562	FALSE	10	inhib-temp
1145	RSM3.2	Xylose	Jel197	-0.123091490979333	0.734780145679171	FALSE	10	inhib-temp
1146	RSM3.2	Xylose	Jel423	0.689312349484263	0.0274460673121723	TRUE	10	inhib-temp
1147	RSM3.2	Yeast extract	Jel197	-0.984731927834662	2.33418632078732e-07	TRUE	10	inhib-temp
1148	RSM3.2	Yeast extract	Jel423	0.590839156700797	0.072077391733668	FALSE	10	inhib-temp
1149	THA3.2	Acetate	Jel197	-0.984731927834662	2.33418632078732e-07	TRUE	10	inhib-temp
1150	THA3.2	Acetate	Jel423	-0.984731927834662	2.33418632078732e-07	TRUE	10	inhib-temp
1151	THA3.2	Arabinose	Jel197	-0.984731927834662	2.33418632078732e-07	TRUE	10	inhib-temp
1152	THA3.2	Arabinose	Jel423	-0.467747665721464	0.172809001965785	FALSE	10	inhib-temp
1153	THA3.2	Citrate	Jel197	-0.984731927834662	2.33418632078732e-07	TRUE	10	inhib-temp
1154	THA3.2	Citrate	Jel423	-0.56622085850493	0.0879396381034805	FALSE	10	inhib-temp
1155	THA3.2	Dextrose	Jel197	0.837022138659463	0.00252305208693528	TRUE	10	inhib-temp
1156	THA3.2	Dextrose	Jel423	-0.984731927834662	2.33418632078732e-07	TRUE	10	inhib-temp
1157	THA3.2	Fructose	Jel197	0.984731927834662	2.33418632078739e-07	TRUE	10	inhib-temp
1158	THA3.2	Fructose	Jel423	0	1	FALSE	10	inhib-temp
1159	THA3.2	Galactose	Jel197	-0.0492365963917331	0.892555668988562	FALSE	10	inhib-temp
1160	THA3.2	Galactose	Jel423	-0.393892771133865	0.260059263934288	FALSE	10	inhib-temp
1161	THA3.2	Heart infusion	Jel197	-0.270801280154532	0.449185206401353	FALSE	10	inhib-temp
1162	THA3.2	Heart infusion	Jel423	-0.984731927834662	2.33418632078732e-07	TRUE	10	inhib-temp
1163	THA3.2	LB	Jel197	-0.689312349484263	0.0274460673121723	TRUE	10	inhib-temp
1164	THA3.2	LB	Jel423	0.590839156700797	0.072077391733668	FALSE	10	inhib-temp
1165	THA3.2	Lactose	Jel197	-0.78778554226773	0.00680728262378733	TRUE	10	inhib-temp
1166	THA3.2	Lactose	Jel423	-0.984731927834662	2.33418632078732e-07	TRUE	10	inhib-temp
1167	THA3.2	Malt extract	Jel197	0	1	FALSE	10	inhib-temp
1168	THA3.2	Malt extract	Jel423	-0.861640436855329	0.00135214466604222	TRUE	10	inhib-temp
1169	THA3.2	Mannitol	Jel197	-0.984731927834662	2.33418632078732e-07	TRUE	10	inhib-temp
1170	THA3.2	Mannitol	Jel423	-0.861640436855329	0.00135214466604222	TRUE	10	inhib-temp
1171	THA3.2	Mannose	Jel197	0.369274472937998	0.293645091422957	FALSE	10	inhib-temp
1172	THA3.2	Mannose	Jel423	0.984731927834662	2.33418632078739e-07	TRUE	10	inhib-temp
1173	THA3.2	N-acetyl glucosamine	Jel197	-0.521168438562221	0.018452574157284	TRUE	20	inhib-temp
1174	THA3.2	Peptone	Jel197	-0.295419578350399	0.407276101901824	FALSE	10	inhib-temp
1175	THA3.2	Peptone	Jel423	-0.418511069329731	0.228708436936076	FALSE	10	inhib-temp
1176	THA3.2	Pyruvate	Jel197	-0.649927699854064	0.00192274186927924	TRUE	20	inhib-temp
1177	THA3.2	R2A	Jel197	-0.910877033247062	0.00024758032368357	TRUE	10	inhib-temp
1178	THA3.2	R2A	Jel423	-0.246182981958665	0.49294291575413	FALSE	10	inhib-temp
1179	THA3.2	Succinate	Jel197	-0.516984262113198	0.125969581177834	FALSE	10	inhib-temp
1180	THA3.2	Succinate	Jel423	-0.147709789175199	0.683842812890721	FALSE	10	inhib-temp
1181	THA3.2	Tryptone	Jel197	-0.763167244071863	0.0102252414890689	TRUE	10	inhib-temp
1182	THA3.2	Tryptone	Jel423	0.541602560309064	0.105879566424054	FALSE	10	inhib-temp
1183	THA3.2	Xylose	Jel197	-0.220730162214588	0.349695254172849	FALSE	20	inhib-temp
1184	THA3.2	Yeast extract	Jel197	0.123091490979333	0.734780145679172	FALSE	10	inhib-temp
1185	THA3.2	Yeast extract	Jel423	-0.960113629638795	1.05520268926875e-05	TRUE	10	inhib-temp
